UTC_Timestamp,x_ecef,y_ecef,z_ecef,x_eci,y_eci,z_eci,longitude,latitude,altitude,vx_eci,vy_eci,vz_eci,hora,minuto,segundo,dia,mes,year,ADM_status,EPS_status,HEATER_status,ADCS_status,PAYLOAD_status,ADM_resetS,EPS_resetS,ADCS_resetS,ADCS_resetH,COMMS_resetH,CDHS_reset,EPS_temperature,state_charge,battery_voltage,average_current,remaining_capacity,average_power,state_health,CH1_voltage,CH1_current,CH2_voltage,CH2_current,CH3_voltage,CH3_current,ADCS_current,COMMS_current,PAYLOAD_current,HEATER_current,fault_flags,communication_flags,transmission_flags_EPS,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6,ADC2_CH1,ADC2_CH2,ADC2_CH3,ADC2_CH4,ADC2_CH5,ADC2_CH6,BNO055_temperature,ADCS_temperature1,transmission_flags_ADCS,package_counter,camera_mode,picture_counter,CDHS_CYCLE_TIME,CDHS_WDT,ADM_SOC_LIMIT,ADCS_SOC_LIMIT,COMMS_SOC_LIMIT,PLD_SOC_LIMIT,HEATER_CYCLE_TIME,HEATER_EMON_TIME,HEATER_EMOFF_TIME,ADM_CYCLE_TIME,ADM_BURN_TIME,ADM_MAX_CYCLES,ADM_WAIT_TIME1,ADM_WAIT_TIME2,ADM_ENABLE,COMMS_CYCLE_TIME,PLD_CYCLE_TIME,PLD_OP_MODE,CAM_RESOLUTION,CAM_EXPOSURE,CAM_SAVE_TIME,PLD_ENABLE
02:41:34 - 12/11/2020,-1573677.4287752146,-6297158.590867242,1978447.3846747486,6347.900046148524,-1372.8208899532692,1965.8201950703121,-104.03100063813423,17.052708748306028,409.32941798185743,-0.6060557351561329,5.221867867271718,5.582461302907972,11,38,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.2,-147.85,1158.36,-0.62317,87,0.0,1.22,4.16,136.24,4.18,1.22,0,65,0,0,16,31,31,-1.1765,-7.451,13.7255,-62.4262,58.5382,127.2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,261,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:41:44 - 12/11/2020,-1525777.6057636046,-6291136.2261580005,2034131.8109189598,6341.434388865875,-1320.5155259407186,2021.5175067026362,-103.63261751912988,17.547627594659932,409.3719854954835,-0.6870588412288111,5.239089390928781,5.556922545783403,11,38,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.2,-146.63,1158.36,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,74,0,0,16,31,31,-1.1765,-7.451,13.7255,-62.7832,57.3877,126.4591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,262,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:41:54 - 12/11/2020,-1477674.276846604,-6284383.949242648,2089556.0025906388,6334.159093407438,-1268.0413594966612,2076.9562055311876,-103.23184357406092,18.041543182518826,409.4168704336565,-0.7679855231287402,5.255609069569189,5.5306820205729705,11,38,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.2,-146.63,1158.36,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,65,0,0,16,31,31,-0.3922,-7.451,13.7255,-65.2827,58.4588,126.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,263,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:42:04 - 12/11/2020,-1429372.8833296148,-6276902.97243428,2144712.4192003855,6326.075062763341,-1215.4055190483236,2132.1287217927825,-102.82860182310533,18.534415871729617,409.4640317261238,-0.8488205252107872,5.271442163421676,5.503724470982134,11,39,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.2,-146.63,1157.38,-0.61901,87,0.0,1.22,4.16,136.24,4.18,1.22,0,75,0,0,16,31,31,0.3922,-6.6667,13.7255,-63.8544,57.7844,126.3066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,264,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:42:14 - 12/11/2020,-1380878.313085797,-6268694.5139187565,2199594.224357846,6317.183352503324,-1162.6144920563115,2187.0282258764328,-102.42280947943104,19.026211394157205,409.51342778851,-0.9295028248870559,5.28666497056828,5.4760880474015154,11,39,12,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1157.38,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,62,0,0,16,31,31,0.3922,-6.6667,13.7255,-66.7109,56.6735,124.7807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,15,265,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:42:34 - 12/11/2020,-1283329.901422587,-6250100.51493648,2308506.1570073185,6296.981527737427,-1056.5936827098415,2295.9804063248353,-101.60324163095191,20.006424784156877,409.6187522913301,-1.0905771408629037,5.314974555895688,5.418687022087717,11,39,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1156.4,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,73,0,0,16,31,31,1.1765,-5.8824,13.7255,-66.3142,53.817,123.5599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,267,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:42:44 - 12/11/2020,-1234286.5484612035,-6239717.926955079,2362522.1266827798,6285.6740587663535,-1003.3776381339427,2350.0189049533647,-101.18930033888421,20.494765004113336,409.6745919628777,-1.17089287647173,5.32810711689477,5.388937684497702,11,39,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1156.4,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,71,0,0,16,31,31,1.1765,-5.098,14.5098,-69.8451,57.0306,124.5518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,268,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:42:54 - 12/11/2020,-1185070.4038094485,-6228613.64080552,2416235.8247904857,6273.564048588236,-950.033287423401,2403.756722606432,-100.77247185561318,20.981878616391086,409.7324895785451,-1.251055917464948,5.34059888232364,5.358501847361498,11,39,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1156.4,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,71,0,0,16,31,31,1.9608,-5.098,14.5098,-66.3142,53.1426,123.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,269,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:43:04 - 12/11/2020,-1135687.0715624487,-6216789.415582552,2469639.9457258787,6260.653132937722,-896.5678656250316,2457.186549315631,-100.35267314611802,21.467722142441932,409.7923980286932,-1.331066262734199,5.352388820794251,5.327371881749084,11,40,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1156.4,-0.61901,87,0.0,1.22,4.16,136.24,4.18,1.22,0,81,0,0,16,31,31,1.1765,-4.3137,14.5098,-70.9163,52.7459,123.6362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,270,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:43:24 - 12/11/2020,-1036438.9999513769,-6190988.064508626,2575493.02525585,6232.4351738878595,-789.3002613665068,2563.095813334839,-99.5038071980676,22.435444842280077,409.91805733922774,-1.4905983678023904,5.37390900498091,5.263105861124348,11,40,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1155.43,-0.61901,87,0.0,1.22,4.16,136.24,4.18,1.22,0,62,0,0,16,31,31,1.1765,-3.5294,15.2941,-70.5592,50.9606,123.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,272,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:43:44 - 12/11/2020,-936584.6629077167,-6162328.9759659525,2680026.984834397,6201.034809211363,-681.6298055560675,2667.6923004511445,-98.641990662603,23.39759959999771,410.05117898751797,-1.6493366351520136,5.3926676895601595,5.19613200509116,11,40,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-147.85,1155.43,-0.62317,87,0.0,1.22,4.16,134.41,4.18,1.22,0,76,0,0,16,31,31,0.3922,-2.7451,15.2941,-66.6316,49.8894,122.3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,15,274,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:43:54 - 12/11/2020,-886443.1299402424,-6146932.764771724,2731782.839731276,6184.146084999465,-627.6604109673247,2719.4817723699,-98.20599548030043,23.8764845220232,410.12041289638915,-1.7283546869967814,5.401040085779643,5.16164585439793,11,40,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1155.43,-0.61901,87,0.0,1.22,4.16,134.41,4.18,1.22,0,72,0,0,16,31,31,0.3922,-1.9608,15.2941,-64.1718,51.635,121.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,275,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:44:04 - 12/11/2020,-836166.1388924476,-6130828.413410394,2783188.755581071,6166.467964119881,-573.6111115290323,2770.9228816768364,-97.76648795870992,24.35384576208103,410.19135982423836,-1.807204802340192,5.408695410567176,5.126496095980487,11,41,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-147.85,1155.43,-0.62317,87,0.0,1.22,4.16,136.24,4.18,1.22,0,73,0,0,16,31,31,-0.3922,-1.9608,15.2941,-62.3468,47.3503,121.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,276,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:44:14 - 12/11/2020,-785758.8503532048,-6114018.115989704,2834238.3662357903,6148.002692889009,-519.4885621276571,2822.0092420539995,-97.3233718664861,24.829640019690007,410.26396769565997,-1.8858107004910216,5.41570995984685,5.090697992254479,11,41,12,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-146.63,1154.45,-0.61901,87,0.0,1.22,4.16,136.24,4.16,1.22,0,81,0,0,16,31,31,-1.1765,-1.9608,15.2941,-62.3468,48.7785,120.2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,277,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:44:24 - 12/11/2020,-735226.4426985991,-6096504.137524712,2884925.345859807,6128.752502400016,-465.2995244304179,2872.7345435452703,-96.87654970696782,25.303823050385688,410.3381837613182,-1.9641876345092504,5.421961668444953,5.054236283105628,11,41,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.19,-147.85,1152.49,-0.62317,87,0.0,1.22,4.16,134.41,4.16,1.22,0,72,0,0,16,31,31,-1.9608,-1.1765,15.2941,-61.6327,46.3188,119.8215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,278,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:44:34 - 12/11/2020,-684574.7236453644,-6078289.037786341,2935242.8044323814,6108.720096880387,-411.05126363110446,2923.0918811609686,-96.42592816777278,25.77634394213583,410.4139537018631,-2.042289841738048,5.42755734836574,5.017141488184941,11,41,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.85,100,4.18,-147.85,1154.45,-0.62317,87,0.0,1.22,4.16,136.24,4.16,1.22,0,66,0,0,16,31,31,-1.9608,-1.9608,15.2941,-59.1333,45.565,120.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,279,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:44:54 - 12/11/2020,-582934.2331974774,-6039765.270017441,3034744.2818808816,6066.318526733442,-302.4041037297641,3022.6777612527762,-95.51288598154201,26.7162136284665,410.56993835121955,-2.1976700803633786,5.436673819765278,4.941029752942639,11,41,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.18,-147.85,1152.49,-0.62317,87,0.0,1.22,4.16,134.41,4.16,1.22,0,62,0,0,16,31,31,-3.5294,-1.9608,14.5098,-56.5942,45.2079,119.9741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,12,15,281,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:45:04 - 12/11/2020,-531956.5590567208,-6019461.923605285,3083915.378165287,6043.954923229221,-248.0192312121317,3071.893386747072,-95.05026724233736,27.183461338583964,410.6500422190484,-2.2749938910543026,5.4401946138652955,4.902020440770308,11,42,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.18,-146.63,1152.49,-0.61901,87,0.0,1.22,4.16,136.24,4.16,1.22,0,73,0,0,16,31,31,-3.5294,-1.9608,14.5098,-59.1333,49.453,119.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,15,282,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:45:24 - 12/11/2020,-429713.30179499957,-5976785.856699767,3181067.250433943,5996.916241675072,-139.16128809002035,3169.1388801877256,-94.11232176905754,28.11233031453258,410.8141932022264,-2.4286953027177844,5.445130816554717,4.822125449335011,11,42,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.18,-147.85,1151.52,-0.62317,87,0.0,1.22,4.14,136.24,4.16,1.22,0,69,0,0,16,31,31,-4.3137,-2.7451,14.5098,-58.0224,49.8497,119.6689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,15,284,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:45:54 - 12/11/2020,-275711.8126392454,-5907642.107869296,3323725.917389467,5920.625820318192,24.241344623746272,3311.949396639841,-92.67207602368352,29.49076074423175,411.06942039535477,-2.6568361761659287,5.447332715897999,4.697675964661306,11,42,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.18,-147.85,1150.54,-0.61901,86,0.0,1.22,4.14,136.24,4.16,1.22,0,62,0,0,16,31,31,-4.3137,-4.3137,14.5098,-55.1659,56.2371,121.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,15,287,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:46:14 - 12/11/2020,-172684.16451057838,-5858162.153342767,3416714.82731678,5865.981879620022,133.1726017115805,3405.0470602786672,-91.68844926338289,30.399149495846032,411.2448962786831,-2.807302290148963,5.445312054487286,4.611701883276167,11,43,12,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.18,-146.63,1150.54,-0.61901,86,0.0,1.22,4.14,134.41,4.16,1.22,0,70,0,0,16,31,31,-2.7451,-5.8824,13.7255,-58.3398,57.6654,120.4318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,11,15,289,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:46:34 - 12/11/2020,-69420.71316306038,-5806005.237303805,3507954.4344089255,5808.34369469401,242.03571431687791,3496.4013704544464,-90.68503630002233,31.298537349608438,411.4240823976127,-2.9562729330307396,5.440545291750946,4.5233709314611295,11,43,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,16.47,100,4.17,-147.85,1149.56,-0.61901,86,0.0,1.22,4.14,136.24,4.16,1.22,0,64,0,0,16,31,31,-1.9608,-6.6667,13.7255,-62.6246,60.5219,119.9741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,11,15,291,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:49:44 - 12/11/2020,914744.9694832629,-5182695.003776923,4278970.8693526145,5117.6919537265085,1262.2677642721344,4268.7922099519,-79.990393421933,39.290166394976936,413.2195777640948,-4.285709673409815,5.257500120693828,3.5758270364149785,11,46,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,15.34,100,4.19,-146.63,1139.78,-0.61901,86,0.0,1.22,4.16,136.24,4.18,1.22,0,75,0,0,16,31,31,-4.3137,-3.5294,14.5098,-57.229,51.873,115.7015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,15,310,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:50:24 - 12/11/2020,1120492.1852963672,-5023615.514835649,4417236.102605918,4941.101321532962,1471.2088702305798,4407.408829910527,-77.42627835518252,40.81506398619225,413.5960642810939,-4.542347243661859,5.187767161159931,3.353828320951803,11,47,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.96,100,4.19,-146.63,1138.81,-0.61901,86,0.0,1.22,4.16,136.24,4.18,1.22,0,71,0,0,16,31,31,-2.7451,-5.8824,14.5098,-61.117,57.1496,115.3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,15,314,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:50:34 - 12/11/2020,1171736.754286897,-4982424.87138602,4450400.8963829605,4895.363758641957,1522.9917656826317,4440.664621649837,-76.76600181165165,41.18592918086818,413.68892752291356,-4.605053411630795,5.168678691096885,3.297253195802424,11,47,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.96,100,4.19,-146.63,1136.85,-0.61901,86,0.0,1.22,4.16,136.24,4.18,1.22,0,76,0,0,16,31,31,-1.9608,-6.6667,13.7255,-62.8626,62.1881,116.3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,15,315,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:50:54 - 12/11/2020,1273954.79558502,-4898374.785095124,4515018.441933197,4802.0219726222485,1625.9679531685904,4505.4679006071165,-75.42164952142448,41.91451273439114,413.8727474902775,-4.7287569912474545,5.128503269272709,3.1828291815496828,11,47,52,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.96,100,4.19,-146.63,1136.85,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,63,0,0,16,31,31,0.3922,-5.8824,13.7255,-65.7191,60.7599,115.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,15,317,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:51:04 - 12/11/2020,1324917.3184834083,-4855525.437360008,4546463.219384642,4754.429306991701,1677.1484587675768,4537.007381119597,-74.73737885811056,42.27202355880394,413.9635940916017,-4.789678122797181,5.107462090115008,3.1250031756031165,11,48,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.96,100,4.19,-146.63,1136.85,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,68,0,0,16,31,31,0.3922,-5.8824,13.7255,-68.8533,61.4343,116.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,15,318,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:51:14 - 12/11/2020,1375774.2690098016,-4812133.897614047,4577326.422157658,4706.230487415932,1728.1149134887685,4567.966481740344,-74.04493004140775,42.62486811432911,414.0536582152173,-4.850004247498056,5.085749664241822,3.0667805488030653,11,48,12,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.96,100,4.19,-146.63,1135.87,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,68,0,0,16,31,31,1.1765,-5.098,14.5098,-68.8533,57.1496,116.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,15,319,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:51:24 - 12/11/2020,1426520.185642727,-4768205.363029469,4607604.24598359,4657.431559573183,1778.861015829817,4598.341420497269,-73.34421609314299,42.97293828081803,414.1428862831686,-4.909720110538965,5.063365991259878,3.008168927928117,11,48,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1135.87,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,66,0,0,16,31,31,1.9608,-5.098,14.5098,-73.8125,59.2523,115.6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,15,320,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:51:34 - 12/11/2020,1477149.6114980879,-4723745.08169247,4637292.952125898,4608.038553849879,1829.3804643415444,4628.1284002009925,-72.63515484261731,43.316124196337626,414.23122534966376,-4.968779944571353,5.040372101543393,2.949175940511221,11,48,32,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1134.9,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,67,0,0,16,31,31,1.9608,-4.3137,14.5098,-68.1788,55.0469,114.4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,15,321,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:51:44 - 12/11/2020,1527656.4860236817,-4678758.898222564,4666388.52011351,4558.0581262636115,1879.6664235922337,4657.323425395691,-71.91767806664893,43.65431025084304,414.31862207778914,-5.027214265782387,5.016737479136995,2.8897863268122457,11,48,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1132.94,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,73,0,0,16,31,31,1.9608,-3.5294,14.5098,-72.781,52.5078,115.3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,15,322,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:52:04 - 12/11/2020,1628280.822022424,-4587230.342526596,4722785.968221386,4456.359904827249,1979.5131573669498,4713.923217369742,-70.45720031980534,44.315229137269604,414.49038295921406,-5.142175867606467,4.967515521598888,2.7699469004576027,11,49,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1132.94,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,75,0,0,16,31,31,1.1765,-1.9608,15.2941,-71.3527,50.7622,113.9467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,15,324,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:52:14 - 12/11/2020,1678386.8161403388,-4540699.416008032,4750080.553021307,4404.655331163203,2029.0609937524218,4741.320680060158,-69.71408541725998,44.63772741930517,414.5746451264834,-5.198657381381577,4.941958699950438,2.709504712397676,11,49,12,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1131.96,-0.61901,85,0.0,1.22,4.16,134.41,4.18,1.22,0,75,0,0,16,31,31,0.3922,-1.1765,15.2941,-66.3935,49.6513,113.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,15,325,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:52:24 - 12/11/2020,1728348.1350523017,-4493664.741001517,4776767.863610966,4352.388921418791,2078.350303809127,4768.111991968236,-68.96231634175078,44.954762211088315,414.6577624166319,-5.254482880022718,4.915791659649093,2.6487116625259026,11,49,22,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,14.21,100,4.19,-146.63,1130.99,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,64,0,0,16,31,31,-0.3922,-1.1765,15.2941,-67.068,48.2231,113.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,15,326,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:52:44 - 12/11/2020,1827813.3215883381,-4398108.228967659,4828306.6140077505,4246.1985441971,2176.1273625432955,4819.862028797962,-67.43267894887138,45.571954197398306,414.82036610209104,-5.364120064989806,4.8615506303539,2.5261111104254512,11,49,42,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,13.83,100,4.19,-146.63,1130.99,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,66,0,0,16,31,31,-1.9608,-1.1765,15.2941,-61.7517,46.1204,113.9467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,15,328,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
02:53:04 - 12/11/2020,1926632.0519276655,-4300607.236061325,4877376.184845546,4137.842567666579,2272.7948869886227,4869.147194945301,-65.8680641243262,46.16583528293959,414.97781394480637,-5.471026411978448,4.804792427431387,2.402213884351381,11,50,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,13.83,100,4.19,-146.63,1129.03,-0.61901,85,0.0,1.22,4.16,136.24,4.18,1.22,0,69,0,0,16,31,31,-3.5294,-1.1765,15.2941,-57.8241,48.9769,113.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,15,330,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
03:02:04 - 12/11/2020,4194950.703570913,-1123926.8614320268,5208913.691658343,617.7107703176398,4300.235107991347,5207.688198093842,-14.998639105949383,50.358088027165444,416.36079154639503,-7.1600951521494824,2.4703856672939275,-1.187270711429049,11,59,2,14,6,0,15,83,150,83,83,0,0,0,0,0,19350,9.31,100,4.17,-146.63,1082.11,-0.61486,82,0.0,1.22,4.14,136.24,4.14,1.22,0,69,0,0,16,31,31,-1.9608,-6.6667,13.7255,-62.5452,61.5137,119.3637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,384,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
