UTC_Timestamp,x_ecef,y_ecef,z_ecef,x_eci,y_eci,z_eci,longitude,latitude,altitude,vx_eci,vy_eci,vz_eci,hora,minuto,segundo,dia,mes,year,ADM_status,EPS_status,HEATER_status,ADCS_status,PAYLOAD_status,ADM_resetS,EPS_resetS,ADCS_resetS,ADCS_resetH,COMMS_resetH,CDHS_reset,EPS_temperature,state_charge,battery_voltage,average_current,remaining_capacity,average_power,state_health,CH1_voltage,CH1_current,CH2_voltage,CH2_current,CH3_voltage,CH3_current,ADCS_current,COMMS_current,PAYLOAD_current,HEATER_current,fault_flags,communication_flags,transmission_flags_EPS,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6,ADC2_CH1,ADC2_CH2,ADC2_CH3,ADC2_CH4,ADC2_CH5,ADC2_CH6,BNO055_temperature,ADCS_temperature1,transmission_flags_ADCS,package_counter,camera_mode,picture_counter,CDHS_CYCLE_TIME,CDHS_WDT,ADM_SOC_LIMIT,ADCS_SOC_LIMIT,COMMS_SOC_LIMIT,PLD_SOC_LIMIT,HEATER_CYCLE_TIME,HEATER_EMON_TIME,HEATER_EMOFF_TIME,ADM_CYCLE_TIME,ADM_BURN_TIME,ADM_MAX_CYCLES,ADM_WAIT_TIME1,ADM_WAIT_TIME2,ADM_ENABLE,COMMS_CYCLE_TIME,PLD_CYCLE_TIME,PLD_OP_MODE,CAM_RESOLUTION,CAM_EXPOSURE,CAM_SAVE_TIME,PLD_ENABLE
00:00:05 - 10/11/2020,3860175.2212863765,1683306.4770246344,5316032.960132156,1246.8402332643147,4025.696603912035,5313.552119526368,23.560570026080786,51.790274433414744,416.96343587774504,-7.360634849464403,2.141526198455389,0.10480750758728818,8,56,52,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.67,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,136.24,4.14,1.22,0,76,0,0,16,31,31,-1.1765,-6.6667,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,15,61,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:00:15 - 10/11/2020,3829526.2546195495,1750212.8276424932,5316595.037902999,1173.156520051661,4046.8550116572037,5314.260756562936,24.56187757817664,51.79789604664765,416.9676220333939,-7.376017954959125,2.0901097135514304,0.03691199677412012,8,57,2,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.67,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,72,0,0,16,31,31,-0.3922,-6.6667,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2,15,62,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:00:25 - 10/11/2020,3798488.883798489,1816942.1107160621,5316477.825553227,1099.3233255783136,4067.4978283677633,5314.290406063566,25.563322715432115,51.79627679368621,416.96952762348855,-7.390500973803069,2.0384338273412963,-0.03098358009418767,8,57,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.29,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.14,1.22,0,71,0,0,16,31,31,0.3922,-5.8824,14.5098,-69.8054,62.4262,117.6089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,15,63,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:00:35 - 10/11/2020,3767066.655755625,1883486.6916896293,5315681.334101618,1025.3498040275042,4087.622523614469,5313.641055480295,26.564483718048113,51.78541781953015,416.9691525918357,-7.404038130006001,1.9864527623134887,-0.09888685554969497,8,57,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.29,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,69,0,0,16,31,31,1.1765,-5.8824,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2,15,64,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:00:45 - 10/11/2020,3735263.5344399028,1949838.1511282523,5314205.671891517,951.2459029362074,4107.226353396544,5312.312791471568,27.56492763368836,51.76532719525387,416.96649826207573,-7.41664467871478,1.934258062157579,-0.16675968721728576,8,57,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.29,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,68,0,0,16,31,31,1.1765,-5.098,14.5098,-71.5908,60.6409,117.1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2,15,65,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:00:55 - 10/11/2020,3703083.141872427,2015988.8919917853,5312051.025350511,877.0208373545413,4126.3069551257295,5310.305799789969,28.564235699051316,51.73601962706662,416.9615673278496,-7.428274844396436,1.8818039495699475,-0.23463259374740614,8,57,42,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.29,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.11,1.22,0,65,0,0,16,31,31,1.9608,-4.3137,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2,15,66,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:05 - 10/11/2020,3670529.130063916,2081931.3338910525,5309217.656288389,802.6837154569262,4144.861905167287,5307.620296666178,29.56199247482536,51.69751636760428,416.9543638145905,-7.438989659614725,1.8291056834372246,-0.3024750608092961,8,57,52,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,6.29,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,69,0,0,16,31,31,1.9608,-4.3137,15.2941,-72.2652,56.7926,116.9986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,67,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:15 - 10/11/2020,3637605.580378207,2147657.121627071,5305705.948354839,728.2446218586255,4162.888688389818,5304.256643318153,30.557775034954926,51.649845770832016,416.9448932055207,-7.448728085986538,1.7762242877679617,-0.3702565767005616,8,58,2,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.16,-146.63,1039.1,-0.61486,79,0.0,1.22,4.12,136.24,4.12,1.22,0,69,0,0,16,31,31,1.9608,-3.5294,15.2941,-71.9081,54.6105,115.6252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,68,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:25 - 10/11/2020,3604316.2172766123,2213158.717908067,5301516.338596387,653.7127255976084,4180.385140544836,5300.215300044221,31.551178233853094,51.59304226265673,416.93316226479317,-7.457535901722734,1.7230529607045417,-0.43800765823223187,8,58,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,71,0,0,16,31,31,1.1765,-2.7451,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,69,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:35 - 10/11/2020,3570664.7939287433,2278428.604696609,5296649.339327845,579.0972871954851,4197.3490363426945,5295.4967118547775,32.541803766806055,51.527146518323,416.919179079948,-7.465382585389365,1.6696679856817187,-0.5056977927402595,8,58,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.16,-146.63,1037.15,-0.61486,79,0.0,1.22,4.12,136.24,4.12,1.22,0,69,0,0,16,31,31,0.3922,-1.9608,15.2941,-71.2337,51.8334,114.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,70,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:45 - 10/11/2020,3536655.504966173,2343458.4997150786,5291105.609084897,504.40834525048234,4213.778150534685,5290.101545020382,33.52924933730266,51.45220627981205,416.9029532673191,-7.472298652615018,1.616084620010065,-0.5733269814160116,8,58,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.16,-146.63,1036.17,-0.61486,79,0.0,1.22,4.12,137.46,4.12,1.22,0,73,0,0,16,31,31,0.3922,-1.1765,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,71,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:01:55 - 10/11/2020,3502292.0342751853,2408241.193841184,5284885.808673961,429.6548397077277,4229.67045615414,5284.030450441877,34.51313757142682,51.368274245782615,416.88449555069394,-7.478253583886997,1.5623028595658965,-0.640879969580438,8,58,42,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,0,3.6,0.0,0.0,0.0,0,0.0,1.22,4.12,137.46,4.12,1.22,0,69,0,0,16,31,31,-0.3922,-1.1765,15.2941,-69.0517,49.3339,114.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,15,72,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:05 - 10/11/2020,3467578.6493809205,2472768.458647709,5277990.779506827,354.8469005649205,4245.023834739428,5277.284208752917,35.4930852109868,51.27541030047138,416.863818277698,-7.4832321177453105,1.508353216391081,-0.7083491305964013,8,58,52,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.16,-146.63,1031.28,-0.61486,78,0.0,1.22,4.12,137.46,4.11,1.22,0,68,0,0,16,31,31,-1.1765,-1.1765,15.2941,-63.1006,48.6198,114.6334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-3,15,73,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:15 - 10/11/2020,3432519.2367215543,2537032.874368832,5270421.375136666,279.9937117442209,4259.8363356082045,5269.863707293927,36.46873176803434,51.17367904085781,416.8409349160474,-7.4872647722461725,1.4541594024116913,-0.7757344663985847,8,59,2,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.16,-146.63,1030.3,-0.61486,78,0.0,1.22,4.12,137.46,4.12,1.22,0,67,0,0,16,31,31,-1.9608,-1.1765,15.2941,-64.8463,47.5486,114.1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-3,15,74,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:25 - 10/11/2020,3397117.7096063443,2601027.044245455,5262178.524014967,205.1045486429367,4274.106206421318,5261.769810480976,37.43972841055784,51.06315041384656,416.8158602293683,-7.490382060560751,1.399782447386151,-0.8430130913015705,8,59,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.16,-146.63,1029.33,-0.61486,78,0.0,1.22,4.12,137.46,4.12,1.22,0,66,0,0,16,31,31,-2.7451,-1.1765,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-3,15,75,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:35 - 10/11/2020,3361378.441398559,2664742.827664639,5253263.341075702,130.18958680816766,4287.831435490418,5253.003657393862,38.405727080236126,50.943900981307394,416.7886106120255,-7.492522946214363,1.3452376033601057,-0.9102002661733575,8,59,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.15,-146.63,1028.35,-0.61486,78,0.0,1.22,4.12,137.46,4.12,1.22,0,68,0,0,16,31,31,-3.5294,-1.9608,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-3,15,76,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:45 - 10/11/2020,3325305.410361471,2728172.8860305035,5243676.928617742,55.25799468711017,4301.010392505903,5243.566287824975,39.36640461963838,50.81601100934458,416.7592034752965,-7.493702685168783,1.2905248689374824,-0.9772731061754751,8,59,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.15,-146.63,1027.37,-0.61486,78,0.0,1.22,4.12,137.46,4.12,1.22,0,69,0,0,16,31,31,-4.3137,-1.9608,15.2941,-59.2126,51.4366,114.6334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,77,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:02:55 - 10/11/2020,3288902.6205738406,2791309.9059174573,5233420.463511122,-19.680937274992296,4313.641370859246,5233.458871226227,40.32145155659617,50.6795653931328,416.72765750191826,-7.493936532026058,1.2356595000815198,-1.0441934686197407,8,59,42,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.15,-146.63,1027.37,-0.61486,78,0.0,1.22,4.12,137.46,4.11,1.22,0,72,0,0,16,31,31,-4.3137,-2.7451,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,78,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:05 - 10/11/2020,3252174.5466807494,2854145.843340741,5222495.332992688,-94.61701849668,4325.722740266771,5222.682813560094,41.27056119938428,50.53465519822055,416.69399305610636,-7.493193970595484,1.1806109783975398,-1.1110071291747183,8,59,52,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.16,100,4.15,-146.63,1024.44,-0.61486,78,0.0,1.22,4.12,137.46,4.12,1.22,0,69,0,0,16,31,31,-4.3137,-3.5294,14.5098,-57.7844,53.579,115.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,79,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:15 - 10/11/2020,3215125.254817416,2916673.448596577,5210902.886913018,-169.54111124647966,4337.252916137313,5211.239398612169,42.21345312946162,50.381374096982164,416.65823141148223,-7.491490253915001,1.1254250749797616,-1.1776683159267336,9,0,2,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.78,100,4.15,-146.63,1024.44,-0.61486,78,0.0,1.22,4.12,137.46,4.11,1.22,0,71,0,0,16,31,31,-4.3137,-4.3137,14.5098,-57.0306,55.285,116.7697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,80,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:25 - 10/11/2020,3177758.835605304,2978885.499633099,5198644.549280044,-244.443864261845,4348.230573263814,5199.130055087366,43.14986192218134,50.21981958911047,416.6203950827941,-7.488871156907482,1.070071275237339,-1.244169400926744,9,0,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.78,100,4.15,-146.63,1021.51,-0.61486,77,0.0,1.22,4.12,137.46,4.11,1.22,0,72,0,0,16,31,31,-3.5294,-5.098,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,81,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:35 - 10/11/2020,3140079.8605175214,3040774.0576076047,5185721.978120456,-319.31519396195125,4358.654142325288,5186.356410040102,44.079526234748116,50.05009482439752,416.5805083087822,-7.485275641399544,1.0146106044248173,-1.3105332731501658,9,0,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.78,100,4.15,-146.63,1021.51,-0.61486,77,0.0,1.22,4.12,137.46,4.11,1.22,0,72,0,0,16,31,31,-2.7451,-5.8824,14.5098,-60.5615,60.5615,116.3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,-4,15,82,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:45 - 10/11/2020,3102092.4794098423,3102331.9695570944,5172136.769366243,-394.1458560164328,4368.522343839166,5172.920052281256,45.00221161121045,49.87230442124348,416.538596126277,-7.480764740460308,0.9589972909059998,-1.37672941793175,9,0,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.78,100,4.15,-146.63,1018.57,-0.61486,77,0.0,1.22,4.12,137.46,4.12,1.22,0,70,0,0,16,31,31,-1.9608,-6.6667,14.5098,-63.418,61.6327,115.9304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-4,15,83,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:03:55 - 10/11/2020,3063800.8653270532,3163552.112546457,5157890.592616951,-468.92659089732535,4377.833944073541,5158.822623976446,45.91769918003347,49.68655598897724,416.4946847771639,-7.475246896232659,0.9032923576557275,-1.4427425807939824,9,0,42,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.78,100,4.15,-146.63,1018.57,-0.6107,77,0.0,1.22,4.12,137.46,4.12,1.22,0,72,0,0,16,31,31,-1.1765,-6.6667,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-4,15,84,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:04:05 - 10/11/2020,3025209.6819714475,3224426.6614248897,5142985.374876373,-543.6472694510944,4386.587694060819,5144.066034305559,46.82577477752239,49.49296223503826,416.44880226134137,-7.468798402255797,0.847434776608098,-1.508565133212454,9,0,52,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.4,100,4.15,-146.63,1016.62,-0.6107,77,0.0,1.22,4.12,137.46,4.11,1.22,0,73,0,0,16,31,31,-0.3922,-6.6667,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-4,15,85,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:04:25 - 10/11/2020,2947145.546716776,3345110.815417075,5111205.250627177,-692.8716183815734,4402.417410007934,5112.582740104171,48.618956095830534,49.08269309375685,416.3512396265576,-7.453048413209496,0.7354447519553885,-1.6396384117979925,9,1,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.4,100,4.15,-146.63,1015.64,-0.6107,77,0.0,1.22,4.12,137.46,4.11,1.22,0,73,0,0,16,31,31,1.1765,-5.8824,14.5098,-71.1147,60.5615,114.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-4,15,87,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:04:35 - 10/11/2020,2907681.5973021723,3404905.70145077,5094334.451364907,-767.3559614743701,4409.491289820233,5095.860105376426,49.50372284983481,48.866252668872875,416.29962098446396,-7.443746913685129,0.6792970469543419,-1.704881512173178,9,1,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.4,100,4.15,-146.63,1014.66,-0.6107,77,0.0,1.22,4.12,137.46,4.11,1.22,0,71,0,0,16,31,31,1.1765,-5.098,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-5,15,88,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:04:45 - 10/11/2020,2867935.6150135356,3464326.2895771293,5076812.641253369,-841.7425549047027,4416.00326910317,5078.486250479313,50.38041026342268,48.642433930055944,416.246153532221,-7.433468971266172,0.6230882291787814,-1.7698729767996466,9,1,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.4,100,4.15,-146.63,1012.71,-0.6107,77,0.0,1.22,4.12,137.46,4.09,1.22,0,70,0,0,16,31,31,1.9608,-4.3137,14.5098,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-5,15,89,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:04:55 - 10/11/2020,2827911.9252221934,3523365.6779897963,5058641.975354121,-916.0222157923411,4421.952541190309,5060.463351291904,51.24889221164722,48.411357255852145,416.1908705824129,-7.422260365369343,0.5667725275546152,-1.8346738373915457,9,1,42,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,4.4,100,4.15,-146.63,1009.78,-0.6107,76,0.0,1.22,4.12,137.46,4.11,1.22,0,67,0,0,16,31,31,1.9608,-3.5294,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,-5,15,90,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:05:15 - 10/11/2020,2747050.300243692,3640271.3222145326,5020363.773897668,-1064.2212470544714,4432.15992017335,5022.479924463131,52.960777168334154,47.92792603844733,416.0749990856834,-7.39700536067184,0.45394252172688493,-1.9635282865909907,9,2,2,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,3.65,100,4.14,-146.63,1008.8,-0.6107,76,0.0,1.22,4.12,137.46,4.09,1.22,0,70,0,0,16,31,31,1.1765,-2.7451,15.2941,-71.7891,52.4285,113.7179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5,15,92,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:05:35 - 10/11/2020,2665132.7800927022,3755566.8387963097,4979519.176696418,-1211.8781132896668,4440.108193513828,4981.929038944872,54.63863596794714,47.41694827388122,415.95229658211116,-7.368027649302517,0.3408680487761075,-2.091399093503789,9,2,22,12,6,0,15,83,153,83,83,0,0,0,0,0,19325,3.65,100,4.1,-403.23,1006.84,-1.6576199999999999,76,0.0,1.22,4.04,382.45,3.98,1.22,0,63,0,272,16,31,31,-0.3922,-1.1765,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5,15,94,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:05:45 - 10/11/2020,2623789.5085742,3812593.433272646,4958140.910640617,-1285.4797553007459,4443.233812308693,4960.697186203058,55.46463172815285,47.15144161073112,415.88847916548417,-7.352089363339414,0.2842620160072118,-2.154934165662936,9,2,32,12,6,0,15,83,153,83,83,0,0,0,0,0,19325,3.65,100,4.1,-404.45,1006.84,-1.6576199999999999,76,0.0,1.22,4.04,383.68,3.98,1.22,0,79,0,272,16,31,31,-1.1765,-1.1765,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5,15,95,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:06:05 - 10/11/2020,2540357.5853079255,3925369.22401724,4913486.312512048,-1432.1816828151739,4447.785917682137,4916.334391768678,57.090510217338995,46.601022620623645,415.756112911677,-7.317481760403811,0.1709428750771187,-2.281188389155362,9,2,52,12,6,0,15,83,153,83,83,0,0,0,0,0,19325,3.27,100,4.1,-404.45,1003.91,-1.6576199999999999,76,0.0,1.22,4.02,383.68,3.98,1.22,0,81,0,271,16,31,31,-2.7451,-1.1765,15.2941,-61.236,46.4378,112.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5,15,97,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:06:25 - 10/11/2020,2455962.3152138763,4036397.350652879,4866319.71673379,-1578.1538115468222,4450.070775509052,4869.458154691923,58.681408677700475,46.02555944607623,415.6177156705698,-7.2791361172159625,0.057531808957733875,-2.4062682646347486,9,3,12,12,6,0,15,83,153,83,83,0,0,0,0,0,19325,3.27,100,4.1,-395.89,1002.93,-1.62439,76,0.0,1.22,4.04,327.47,3.98,1.22,0,72,0,271,16,31,31,-3.5294,-1.9608,15.2941,0.0198,0.0198,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-6,15,99,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:33:25 - 10/11/2020,-4028968.27176615,4338263.236374768,-3325378.551574333,-5826.003357743496,-1089.8322156765269,-3313.7903047198056,132.8830236558706,-29.475873395127913,417.53631978143284,3.5834107586290878,-4.874118148550007,-4.700264129954304,9,30,12,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.24,163.73,1062.56,0.68964,80,4.27,321.97,4.23,133.19,4.25,1.22,0,68,0,0,16,31,31,-2.7451,-5.8824,14.5098,-62.8626,57.5463,105.9358,0.04,0.21,0.43,0.14,0.19,1.13,0.05,0.17,0.41,0.14,0.17,1.13,0,0,15,261,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:33:35 - 10/11/2020,-4047612.8142383434,4284537.370217156,-3372096.721027347,-5789.799338504442,-1138.5028893682356,-3360.580498638665,133.3712343185106,-29.930379618766924,417.697248470854,3.6573327102405253,-4.859913213967254,-4.657675188921728,9,30,22,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,100,4.25,304.25,1062.56,1.29203,80,4.3,448.44,4.27,133.19,4.27,1.22,0,71,0,0,16,31,31,-1.9608,-5.8824,14.5098,-65.3223,61.0773,109.7505,0.92,0.1,0.09,0.36,0.23,0.67,0.84,0.12,0.08,0.41,0.19,0.69,-1,1,15,262,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
00:33:45 - 10/11/2020,-4065823.088693213,4230295.648050319,-3418384.3568048016,-5752.8586405064525,-1187.0284260366072,-3406.941608467643,133.86424610457036,-30.382694810548042,417.8583488177815,3.7307511006664673,-4.845128322034604,-4.614498637017479,9,30,32,12,6,0,15,83,150,83,83,0,0,0,0,0,19325,5.91,88,4.25,190.62,924.73,0.81012,80,4.27,260.87,4.21,134.41,4.23,1.22,0,69,0,0,16,31,31,-1.1765,-6.6667,14.5098,0.0198,0.0198,0.0381,0.01,0.56,0.17,0.1,0.18,1.02,0.09,0.65,0.18,0.1,0.16,0.93,0,1,15,263,0,0,10,2,60,30,50,50,30,40,30,1,60,4,30,30,1,5,255,1,3,1,3,0
